,id,url,type,cost,impression,effect,img
148,CR171752512351633408,https://transparencyreport.google.com/political-ads/library/advertiser/AR13000625486823424/creative/CR171752512351633408,Image,25000,10000000,400,https://tpc.googlesyndication.com/simgad/16933457518956823399
149,CR216788508625338368,https://transparencyreport.google.com/political-ads/library/advertiser/AR13000625486823424/creative/CR216788508625338368,Image,50,500000,10000,https://tpc.googlesyndication.com/simgad/9630221826685110094
150,CR233114057274556416,https://transparencyreport.google.com/political-ads/library/advertiser/AR13000625486823424/creative/CR233114057274556416,Image,50,500000,10000,https://tpc.googlesyndication.com/simgad/9015768297254598500
151,CR310801150846697472,https://transparencyreport.google.com/political-ads/library/advertiser/AR13000625486823424/creative/CR310801150846697472,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/11732509625905580771
152,CR482219411663486976,https://transparencyreport.google.com/political-ads/library/advertiser/AR13000625486823424/creative/CR482219411663486976,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/6738317785210269938
153,CR501641185056522240,https://transparencyreport.google.com/political-ads/library/advertiser/AR13000625486823424/creative/CR501641185056522240,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/9698765932603441724
154,CR507270684590735360,https://transparencyreport.google.com/political-ads/library/advertiser/AR13000625486823424/creative/CR507270684590735360,Image,25000,5000000,200,https://tpc.googlesyndication.com/simgad/12265069189137125859
155,CR109687279986933760,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR109687279986933760,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/9575074780419975492
156,CR115492701381591040,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR115492701381591040,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/11132939226660361613
157,CR115844545102479360,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR115844545102479360,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/3395809261344488696
158,CR131255300077387776,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR131255300077387776,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/3009506726833174312
159,CR14443184742465536,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR14443184742465536,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/2456583239614806410
160,CR152858504539930624,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR152858504539930624,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/2836409504677577427
161,CR153280717004996608,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR153280717004996608,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/621931210451937197
162,CR160880541376184320,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR160880541376184320,Image,25000,500000,20,https://tpc.googlesyndication.com/simgad/6754731159482115836
163,CR161654597562138624,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR161654597562138624,Image,500,50000,100,https://tpc.googlesyndication.com/simgad/14758467408365569540
164,CR177628302490468352,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR177628302490468352,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/12426262841534050623
165,CR187339189186985984,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR187339189186985984,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/11067952869764818388
166,CR19017153114013696,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR19017153114013696,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/9822105567834297147
167,CR214360786951208960,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR214360786951208960,Image,500,50000,100,https://tpc.googlesyndication.com/simgad/4599211245425753400
168,CR217105167974137856,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR217105167974137856,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/13759734287052762688
169,CR225619786019635200,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR225619786019635200,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/591848236820110108
170,CR227801217089142784,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR227801217089142784,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/8671300735147331886
171,CR227871585833320448,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR227871585833320448,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/6326887228890949006
172,CR232014545646780416,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR232014545646780416,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/2368644085554882889
173,CR234908460251086848,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR234908460251086848,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/16843165232556014954
174,CR236034360157929472,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR236034360157929472,Image,500,50000,100,https://tpc.googlesyndication.com/simgad/13344711739390788638
175,CR250108108993462272,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR250108108993462272,Image,500,50000,100,https://tpc.googlesyndication.com/simgad/6618987878386571596
176,CR254532543783632896,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR254532543783632896,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/10519251409439179058
177,CR254611708620832768,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR254611708620832768,Image,500,50000,100,https://tpc.googlesyndication.com/simgad/14199630351683239047
178,CR257910243504160768,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR257910243504160768,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/16511005306462142261
179,CR261507845550243840,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR261507845550243840,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/14403535970027078937
180,CR264665642945216512,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR264665642945216512,Image,500,5000,10,https://tpc.googlesyndication.com/simgad/12095712011666184871
181,CR269529882386497536,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR269529882386497536,Image,25000,500000,20,https://tpc.googlesyndication.com/simgad/4646588889217152785
182,CR275581594385776640,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR275581594385776640,Image,25000,500000,20,https://tpc.googlesyndication.com/simgad/9822105567834297147
183,CR28235458601287680,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR28235458601287680,Image,25000,5000000,200,https://tpc.googlesyndication.com/simgad/6754731159482115836
184,CR329484052425867264,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR329484052425867264,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/16843165232556014954
185,CR341868951401136128,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR341868951401136128,Image,500,50000,100,https://tpc.googlesyndication.com/simgad/1032714292519458294
186,CR347639188423704576,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR347639188423704576,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/1698579906127462006
187,CR351157625632587776,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR351157625632587776,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/3009506726833174312
188,CR353057581725384704,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR353057581725384704,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/1032714292519458294
189,CR360657406096572416,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR360657406096572416,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/6618987878386571596
190,CR379797704512897024,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR379797704512897024,Image,25000,500000,20,https://tpc.googlesyndication.com/simgad/9822105567834297147
191,CR39881485762691072,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR39881485762691072,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/999695711771896559
192,CR403441602556592128,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR403441602556592128,Image,500,50000,100,https://tpc.googlesyndication.com/simgad/6754731159482115836
193,CR405623033626099712,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR405623033626099712,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/8014182701963259859
194,CR414419126648307712,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR414419126648307712,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/14718119306119419748
195,CR414806154741284864,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR414806154741284864,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/12492035558650777519
196,CR425959600693444608,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR425959600693444608,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/7312706543489750316
197,CR433770531297165312,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR433770531297165312,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/16843165232556014954
198,CR469377115851063296,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR469377115851063296,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/1043688152065862861
199,CR472191865618169856,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR472191865618169856,Image,500,50000,100,https://tpc.googlesyndication.com/simgad/3395809261344488696
200,CR494745048127111168,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR494745048127111168,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/5590695759605386723
201,CR502028213149499392,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR502028213149499392,Image,500,50000,100,https://tpc.googlesyndication.com/simgad/12853295591521443354
202,CR512372418543616000,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR512372418543616000,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/773655686754991257
203,CR530597923285630976,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR530597923285630976,Image,500,50000,100,https://tpc.googlesyndication.com/simgad/7312706543489750316
204,CR547345684399915008,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR547345684399915008,Image,25000,500000,20,https://tpc.googlesyndication.com/simgad/3533993908277768706
205,CR550160434167021568,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR550160434167021568,Image,500,50000,100,https://tpc.googlesyndication.com/simgad/8014182701963259859
206,CR558182471003275264,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR558182471003275264,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/6595272492409672853
207,CR560786114537848832,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR560786114537848832,Image,500,50000,100,https://tpc.googlesyndication.com/simgad/6146121089141322827
208,CR567189670258016256,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR567189670258016256,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/4646588889217152785
209,CR59751859899858944,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR59751859899858944,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/7202456303189837595
210,CR60042130969591808,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR60042130969591808,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/2836409504677577427
211,CR61519874597322752,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR61519874597322752,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/4984390096622346805
212,CR78126898223251456,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR78126898223251456,Image,25000,500000,20,https://tpc.googlesyndication.com/simgad/4646588889217152785
213,CR90230322221809664,https://transparencyreport.google.com/political-ads/library/advertiser/AR13176547347267584/creative/CR90230322221809664,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/4599211245425753400
214,CR34863314693521408,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR34863314693521408,Image,25000,500000,20,https://s0.2mdn.net/6073322/1-Saguaro_Strategies-Harder_for_Congress_CA_CD10_Likely_Democratic_and_DTS_Voters_PositiveRealProgress_160x600.png
215,CR356589213073801216,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR356589213073801216,Image,50,5000,100,https://s0.2mdn.net/6073322/1-Saguaro_Strategies-Harder_for_Congress_CA_CD10_Likely_Democratic_and_DTS_Voters_PositiveRefusesCorporateMoney_300x50.png
216,CR35670356228308992,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR35670356228308992,Image,500,50000,100,https://s0.2mdn.net/6073322/2-Saguaro_Strategies-Harder_for_Congress_CA_CD10_Likely_Democratic_and_DTS_Voters_PositiveForTheValley_160x600.png
217,CR361899854235959296,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR361899854235959296,Image,500,50000,100,https://s0.2mdn.net/6073322/2-Saguaro_Strategies-Harder_for_Congress_CA_CD10_Likely_Democratic_and_DTS_Voters_PositiveRefusesCorporateMoney_160x600.png
218,CR38100276925693952,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR38100276925693952,Image,25000,500000,20,https://s0.2mdn.net/6073322/1-Saguaro_Strategies-Harder_for_Congress_CA_CD10_Likely_Democratic_and_DTS_Voters_PositiveRealProgress_728x90.png
219,CR382025315070771200,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR382025315070771200,Image,50,5000,100,https://s0.2mdn.net/6073322/2-Saguaro_Strategies-Harder_for_Congress_CA_CD10_Likely_Democratic_and_DTS_Voters_PositiveRealProgress_300x50.png
220,CR391210635209211904,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR391210635209211904,Image,25000,500000,20,https://s0.2mdn.net/6073322/1-Saguaro_Strategies-Harder_for_Congress_CA_CD10_Likely_Democratic_and_DTS_Voters_PositiveSmallBusiness_160x600.png
221,CR405143646556389376,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR405143646556389376,Image,25000,500000,20,https://s0.2mdn.net/6073322/1-Saguaro_Strategies-Harder_for_Congress_CA_CD10_Likely_Democratic_and_DTS_Voters_PositiveRefusesCorporateMoney_300x250.png
222,CR406795113021308928,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR406795113021308928,Image,25000,500000,20,https://s0.2mdn.net/6073322/2-Saguaro_Strategies-Harder_for_Congress_CA_CD10_Likely_Democratic_and_DTS_Voters_PositiveForTheValley_300x250.png
223,CR427342786321186816,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR427342786321186816,Image,50,5000,100,https://s0.2mdn.net/6073322/2-Saguaro_Strategies-Harder_for_Congress_CA_CD10_Likely_Democratic_and_DTS_Voters_PositiveSmallBusiness_300x50.png
224,CR435402206552784896,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR435402206552784896,Image,50,5000,100,https://s0.2mdn.net/6073322/1-Saguaro_Strategies-Harder_for_Congress_CA_CD10_Likely_Democratic_and_DTS_Voters_PositiveForTheValley_300x50.png
225,CR43589038971551744,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR43589038971551744,Image,25000,500000,20,https://s0.2mdn.net/6073322/1-Saguaro_Strategies-Harder_for_Congress_CA_CD10_Likely_Democratic_and_DTS_Voters_PositiveForTheValley_160x600.png
226,CR446764559714222080,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR446764559714222080,Image,25000,500000,20,https://s0.2mdn.net/6073322/2-Saguaro_Strategies-Harder_for_Congress_CA_CD10_Likely_Democratic_and_DTS_Voters_PositiveRefusesCorporateMoney_300x250.png
227,CR451831109295013888,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR451831109295013888,Image,50,5000,100,https://s0.2mdn.net/6073322/2-Saguaro_Strategies-Harder_for_Congress_CA_CD10_Likely_Democratic_and_DTS_Voters_PositiveForTheValley_300x50.png
228,CR468653637199986688,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR468653637199986688,Image,500,50000,100,https://s0.2mdn.net/6073322/Saguaro_Strategies-Harder_for_Congress_Geo_Audience_Apprenticeships_160x600.jpg
229,CR469920274595184640,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR469920274595184640,Image,50,5000,100,https://s0.2mdn.net/6073322/Saguaro_Strategies-Harder_for_Congress_Geo_Audience_Apprenticeships_300x50.png
230,CR473579449292423168,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR473579449292423168,Image,500,50000,100,https://s0.2mdn.net/6073322/Saguaro_Strategies-Harder_for_Congress_Geo_Audience_GoodJobs_300x250.jpg
231,CR523822732635275264,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR523822732635275264,Image,500,50000,100,https://s0.2mdn.net/6073322/Saguaro_Strategies-Harder_for_Congress_Geo_Audience_Apprenticeships_300x250.jpg
232,CR526637482402381824,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR526637482402381824,Image,500,50000,100,https://s0.2mdn.net/6073322/Saguaro_Strategies-Harder_for_Congress_Geo_Audience_VocationalTraining_160x600.jpg
233,CR526922255913975808,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR526922255913975808,Image,50,5000,100,https://s0.2mdn.net/6073322/Saguaro_Strategies-Harder_for_Congress_Geo_Audience_VotaBatchA_320x50.png
234,CR529658940355510272,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR529658940355510272,Image,500,50000,100,https://s0.2mdn.net/6073322/2-Saguaro_Strategies-Harder_for_Congress_CA_CD10_Likely_Democratic_and_DTS_Voters_PositiveRefusesCorporateMoney_320x50.png
235,CR539022381377650688,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR539022381377650688,Image,50,5000,100,https://s0.2mdn.net/6073322/Saguaro_Strategies-Harder_for_Congress_Geo_Audience_Apprenticeships_320x50.png
236,CR563651441839833088,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR563651441839833088,Image,50,5000,100,https://s0.2mdn.net/6073322/Saguaro_Strategies-Harder_for_Congress_Geo_Audience_VocationalTraining_300x50.png
237,CR58610566830227456,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR58610566830227456,Image,500,50000,100,https://s0.2mdn.net/6073322/2-Saguaro_Strategies-Harder_for_Congress_CA_CD10_Likely_Democratic_and_DTS_Voters_PositiveRealProgress_160x600.png
238,CR64666676876017664,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR64666676876017664,Image,50,5000,100,https://s0.2mdn.net/6073322/Saguaro_Strategies-Harder_for_Congress_Geo_Audience_VotaBatchB_300x50.png
239,CR771857162698752,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR771857162698752,Image,50,5000,100,https://s0.2mdn.net/6073322/Saguaro_Strategies-Harder_for_Congress_Geo_Audience_GoodJobs_300x50.png
240,CR88380943663890432,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR88380943663890432,Image,50,5000,100,https://s0.2mdn.net/6073322/Saguaro_Strategies-Harder_for_Congress_Geo_Audience_GoodJobs_320x50.png
241,CR96787809569865728,https://transparencyreport.google.com/political-ads/library/advertiser/AR134254767797960704/creative/CR96787809569865728,Image,25000,50000,2,https://s0.2mdn.net/6073322/1-Saguaro_Strategies-Harder_for_Congress_CA_CD10_Likely_Democratic_and_DTS_Voters_PositiveSmallBusiness_320x50.png
242,CR100165509290393600,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR100165509290393600,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/10510330787927710463
243,CR100446984267104256,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR100446984267104256,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/9045766273267409468
244,CR102135834127368192,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR102135834127368192,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/10305684461194840961
245,CR103807091801587712,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR103807091801587712,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/6338134482616534865
246,CR104002804871331840,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR104002804871331840,Image,25000,500000,20,https://s0.2mdn.net/8760931/Concept_2_-_Need_to_Impeach_-_300x50.png
247,CR104106158964342784,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR104106158964342784,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/13409651530150396512
248,CR177852602862534656,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR177852602862534656,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/10305684461194840961
249,CR178257223141556224,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR178257223141556224,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/10506337453528335943
250,CR179585433187909632,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR179585433187909632,Image,50,5000,100,https://s0.2mdn.net/8760931/ImpeachAds-728x90-trump1.png
251,CR180165975327375360,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR180165975327375360,Image,500,50000,100,https://s0.2mdn.net/8760931/ImpeachAds-300x250-Trump2.png
252,CR180282523559919616,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR180282523559919616,Image,25000,500000,20,https://s0.2mdn.net/8760931/Concept_2_-_Need_to_Impeach_-_300x50.png
253,CR182822395420082176,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR182822395420082176,Image,50,5000,100,https://s0.2mdn.net/8760931/ImpeachAds-300x250-Trump2.png
254,CR394581737859973120,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR394581737859973120,Image,50,5000,100,https://s0.2mdn.net/8760931/Concept-2-NeedtoVote-970x90.png
255,CR395989112743526400,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR395989112743526400,Image,25000,500000,20,https://s0.2mdn.net/8760931/Concept-2-NeedtoVote-300x250.png
256,CR396657615813214208,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR396657615813214208,Image,500,50000,100,https://s0.2mdn.net/8760931/Concept-2-NeedtoVote-300x600.png
257,CR397403084696846336,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR397403084696846336,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/13446217880236333467
258,CR398713702557155328,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR398713702557155328,Image,50,5000,100,https://s0.2mdn.net/8760931/ImpeachAds-300x50-trump2.png
259,CR398933604882710528,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR398933604882710528,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/10644406453392553982
260,CR402452042091593728,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR402452042091593728,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/10522981977381386068
261,CR404624677068079104,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR404624677068079104,Image,50,5000,100,https://s0.2mdn.net/8760931/ImpeachAds-160x600-families.png
262,CR405187627021500416,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR405187627021500416,Image,50,5000,100,https://s0.2mdn.net/8760931/ImpeachAds-300x250-SCOTUS-B.png
263,CR407641736974696448,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR407641736974696448,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/10510330787927710463
264,CR408002376788606976,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR408002376788606976,Image,50,5000,100,https://s0.2mdn.net/8760931/ImpeachAds-300x600-trump2-B.png
265,CR408662083765272576,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR408662083765272576,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/11562755336616765833
266,CR41055764181155840,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR41055764181155840,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/13409651530150396512
267,CR412224501439266816,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR412224501439266816,Image,50,5000,100,https://s0.2mdn.net/8760931/ImpeachAds-300x250-Trump2.png
268,CR41240482134622208,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR41240482134622208,Image,50,5000,100,https://s0.2mdn.net/8760931/ImpeachAds-300x600-SCOTUS.png
269,CR412787451392688128,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR412787451392688128,Image,50,5000,100,https://s0.2mdn.net/8760931/ImpeachAds-300x50-trump1.png
270,CR41295457716011008,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR41295457716011008,Image,25000,500000,20,https://s0.2mdn.net/8760931/Concept-2-NeedtoVote-300x600.png
271,CR414054088787886080,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR414054088787886080,Image,50,5000,100,https://s0.2mdn.net/8760931/ImpeachAds-300x600-SCOTUS.png
272,CR414258597950652416,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR414258597950652416,Image,25000,500000,20,https://s0.2mdn.net/8760931/Concept_2_-_Need_to_Impeach_-_300x250.png
273,CR414291583299485696,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR414291583299485696,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/11648536392376528726
274,CR415136008229617664,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR415136008229617664,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/13961268735232660100
275,CR41618714134577152,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR41618714134577152,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/4581574485214254748
276,CR416360864182960128,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR416360864182960128,Image,500,50000,100,https://s0.2mdn.net/8760931/Concept-2-NeedtoVote-970x90.png
277,CR416574169438748672,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR416574169438748672,Image,50,5000,100,https://s0.2mdn.net/8760931/ImpeachAds-300x50-families.png
278,CR416648936229437440,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR416648936229437440,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/14650760188815094623
279,CR41882596925243392,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR41882596925243392,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/1028502368929437394
