,id,effect,colorfullness,edges,r_mean,r_variance,r_kurtosis,r_skewness,g_mean,g_variance,g_kurtosis,g_skewness,b_mean,b_variance,b_kurtosis,b_skewness
0,CR495647197417701376,57.56363636,88.24363134,250,292.96875,11245.10352,0.70707202,0.047920905,292.96875,10992.2666,0.751591444,0.049525574,292.96875,15129.875,0.798682749,0.051625926
1,CR497054572301254656,717.4444444,106.8790139,60,109.6875,926.3803711,0.23969464,0.044739082,109.6875,1659.597778,0.375001311,0.056634743,109.6875,1312.294312,0.339006484,0.053961754
2,CR497336047277965312,33.10526316,106.8790139,60,109.6875,926.3803711,0.23969464,0.044739082,109.6875,1659.597778,0.375001311,0.056634743,109.6875,1312.294312,0.339006484,0.053961754
3,CR497648858336067584,139.8958333,41.24679049,600,375,4368.473145,0.603923857,0.039416943,375,4381.41748,0.603150487,0.039385647,375,4352.796387,0.609265685,0.039652448
4,CR503669234253955072,12.84722222,101.5833016,90,255.9375,1581.869141,0.113747306,0.020178391,255.9375,2822.790039,0.168385431,0.02455676,255.9375,2033.346191,0.162789002,0.024331126
5,CR505598327404888064,2422.410042,62.42930325,250,292.96875,16552.4707,0.780996859,0.05091447,292.96875,16830.69727,0.7630229,0.050149255,292.96875,16586.45703,0.773306668,0.050584137
6,CR506343246532706304,104,100.2806286,600,281.25,3718.476074,0.103802003,0.01872156,281.25,6334.45166,0.166783348,0.023576505,281.25,5108.264648,0.15500541,0.022740718
7,CR506906196486127616,49.47368421,106.8790139,60,109.6875,926.3803711,0.23969464,0.044739082,109.6875,1659.597778,0.375001311,0.056634743,109.6875,1312.294312,0.339006484,0.053961754
8,CR507187671462838272,76.06756757,63.16933667,250,292.96875,11102.88184,0.740341365,0.049109366,292.96875,11279.44727,0.722828567,0.048380848,292.96875,11268.82715,0.714500487,0.048004188
9,CR509157996299812864,36.75,103.0334436,600,375,4934.323242,0.077450499,0.013962757,375,8280.849609,0.121919461,0.017409356,375,6621.155273,0.10930787,0.016570229
10,CR50916734214864896,409.5454545,87.73502754,250,244.140625,7887.510254,0.876303256,0.058601204,244.140625,7591.039551,0.92026788,0.0601843,244.140625,10485.39063,0.966762066,0.062298369
11,CR510565371183366144,287.2941176,71.70386354,600,375,17047.89648,0.621663928,0.040226202,375,17282.17773,0.614298642,0.039900165,375,19275.83789,0.616777837,0.04001287
12,CR511409796113498112,83.73333333,100.6175441,250,292.96875,3240.734375,0.09577506,0.017565018,292.96875,5687.674316,0.150217205,0.021961493,292.96875,4610.05127,0.129692167,0.02046149
13,CR511972746066919424,814.6,106.8790139,60,109.6875,926.3803711,0.23969464,0.044739082,109.6875,1659.597778,0.375001311,0.056634743,109.6875,1312.294312,0.339006484,0.053961754
14,CR513239383462117376,246.3714286,71.70386354,600,375,17047.89648,0.621663928,0.040226202,375,17282.17773,0.614298642,0.039900165,375,19275.83789,0.616777837,0.04001287
15,CR5135818813341696,5095,60.98600142,90,255.9375,22681.03125,0.927281916,0.059749708,255.9375,22825.22852,0.914987743,0.059210684,255.9375,22609.04102,0.925041378,0.05964959
16,CR514365283368960000,20.38709677,71.70386354,600,375,17047.89648,0.621663928,0.040226202,375,17282.17773,0.614298642,0.039900165,375,19275.83789,0.616777837,0.04001287
17,CR516741877752397824,489.2727273,90.70622628,90,255.9375,22983.92969,0.883699656,0.058011141,255.9375,22586.48242,0.929464757,0.05984246,255.9375,27559.50977,0.950344801,0.060776986
18,CR517278439426752512,100.3670886,63.72317295,250,292.96875,21678.125,0.841521859,0.053584237,292.96875,22041.36133,0.816910565,0.052505955,292.96875,21984.79297,0.840985417,0.053562269
19,CR517420276426735616,303.0762101,62.2248644,250,292.96875,13888.66602,0.783163309,0.051039819,292.96875,14065.90625,0.769145966,0.05044701,292.96875,13913.00293,0.778961658,0.050857875
20,CR51755111831044096,345.8335036,62.5336195,250,292.96875,11901.76855,0.809899867,0.052161552,292.96875,11907.44434,0.789251447,0.051234845,292.96875,11836.25977,0.811796606,0.052247308
21,CR517973330775506944,30.02582496,66.57508703,90,255.9375,18648.62695,0.904569209,0.058750689,255.9375,18781.46875,0.886628628,0.057986364,255.9375,18623.27344,0.894805431,0.058325503
22,CR518165195554553856,94.04081633,63.16933667,250,292.96875,11102.88184,0.740341365,0.049109366,292.96875,11279.44727,0.722828567,0.048380848,292.96875,11268.82715,0.714500487,0.048004188
23,CR518728145507975168,81.36363636,106.8790139,60,109.6875,926.3803711,0.23969464,0.044739082,109.6875,1659.597778,0.375001311,0.056634743,109.6875,1312.294312,0.339006484,0.053961754
24,CR519431832949751808,152.6,87.73502754,250,244.140625,7887.510254,0.876303256,0.058601204,244.140625,7591.039551,0.92026788,0.0601843,244.140625,10485.39063,0.966762066,0.062298369
25,CR521683632763437056,2947.384615,63.16933667,250,292.96875,11102.88184,0.740341365,0.049109366,292.96875,11279.44727,0.722828567,0.048380848,292.96875,11268.82715,0.714500487,0.048004188
26,CR522105845228503040,80.36,101.5028188,250,244.140625,2595.357666,0.110983297,0.020716408,244.140625,4618.632324,0.181423903,0.02639832,244.140625,3800.916016,0.163175076,0.025091231
27,CR522668795181924352,26.72164948,103.0334436,600,375,4934.323242,0.077450499,0.013962757,375,8280.849609,0.121919461,0.017409356,375,6621.155273,0.10930787,0.016570229
28,CR523513220112056320,189.8695652,63.16933667,250,292.96875,11102.88184,0.740341365,0.049109366,292.96875,11279.44727,0.722828567,0.048380848,292.96875,11268.82715,0.714500487,0.048004188
29,CR524357645042188288,27.15,71.70386354,600,375,17047.89648,0.621663928,0.040226202,375,17282.17773,0.614298642,0.039900165,375,19275.83789,0.616777837,0.04001287
30,CR526609444855873536,87.72222222,107.4824222,90,255.9375,2780.115234,0.103973493,0.019629786,255.9375,4865.897949,0.171152383,0.024988972,255.9375,3640.811768,0.155621693,0.023774851
31,CR527172394809294848,49.93333333,100.6175441,250,292.96875,3240.734375,0.09577506,0.017565018,292.96875,5687.674316,0.150217205,0.021961493,292.96875,4610.05127,0.129692167,0.02046149
32,CR527824954960379904,270.5370004,63.05875672,250,292.96875,10259.98242,0.715516925,0.048073441,292.96875,10457.87402,0.693605185,0.047164056,292.96875,10249.50488,0.713901699,0.048027456
33,CR529373067332288512,384.0232762,182.5664836,250,292.96875,25621.82227,0.826450884,0.052919637,292.96875,22813.52539,0.810373068,0.052232012,292.96875,15339.9502,0.788126349,0.051238727
34,CR532801894343507968,60.75824176,88.24363134,250,292.96875,11245.10352,0.70707202,0.047920905,292.96875,10992.2666,0.751591444,0.049525574,292.96875,15129.875,0.798682749,0.051625926
35,CR534240605308452864,31.921875,100.8670636,600,375,4268.943359,0.577092469,0.038190588,375,4329.096191,0.582834721,0.038379047,375,6789.205566,0.589364171,0.038865913
36,CR534490744203771904,844.3333333,106.8790139,60,109.6875,926.3803711,0.23969464,0.044739082,109.6875,1659.597778,0.375001311,0.056634743,109.6875,1312.294312,0.339006484,0.053961754
37,CR534631481692127232,66.36842105,88.24363134,250,292.96875,11245.10352,0.70707202,0.047920905,292.96875,10992.2666,0.751591444,0.049525574,292.96875,15129.875,0.798682749,0.051625926
38,CR537305493970878464,449.0909091,107.4824222,90,255.9375,2780.115234,0.103973493,0.019629786,255.9375,4865.897949,0.171152383,0.024988972,255.9375,3640.811768,0.155621693,0.023774851
39,CR542611187330711552,129,177.285283,90,255.9375,13046.72949,0.923366606,0.059558354,255.9375,15871.96191,0.916471481,0.05926412,255.9375,7460.620117,0.798650324,0.054084152
40,CR54294433935392768,196.1875,101.5028188,250,244.140625,2595.357666,0.110983297,0.020716408,244.140625,4618.632324,0.181423903,0.02639832,244.140625,3800.916016,0.163175076,0.025091231
41,CR543244506028310528,1985.5,182.5664836,250,292.96875,25621.82227,0.826450884,0.052919637,292.96875,22813.52539,0.810373068,0.052232012,292.96875,15339.9502,0.788126349,0.051238727
42,CR543638680946868224,120.8181818,100.6175441,250,292.96875,3240.734375,0.09577506,0.017565018,292.96875,5687.674316,0.150217205,0.021961493,292.96875,4610.05127,0.129692167,0.02046149
43,CR546312693225619456,70.13235294,107.4824222,90,255.9375,2780.115234,0.103973493,0.019629786,255.9375,4865.897949,0.171152383,0.024988972,255.9375,3640.811768,0.155621693,0.023774851
44,CR546453430713974784,75.13636364,88.24363134,250,292.96875,11245.10352,0.70707202,0.047920905,292.96875,10992.2666,0.751591444,0.049525574,292.96875,15129.875,0.798682749,0.051625926
45,CR546683778399993856,186.9565217,62.58809623,250,292.96875,16147.55664,0.792919159,0.051455334,292.96875,16309.90039,0.779771328,0.050896004,292.96875,16120.9707,0.788669646,0.051274098
46,CR546875643179040768,116.6363636,107.4824222,90,255.9375,2780.115234,0.103973493,0.019629786,255.9375,4865.897949,0.171152383,0.024988972,255.9375,3640.811768,0.155621693,0.023774851
47,CR548372628260257792,182.3809524,92.87029568,90,255.9375,20709.68555,0.880652666,0.057885375,255.9375,20405.64258,0.926073134,0.059686687,255.9375,25064.43945,0.945686102,0.060568921
48,CR550534817876279296,84.87234043,101.5028188,250,244.140625,2595.357666,0.110983297,0.020716408,244.140625,4618.632324,0.181423903,0.02639832,244.140625,3800.916016,0.163175076,0.025091231
49,CR55138858865524736,687.9090909,101.5028188,250,244.140625,2595.357666,0.110983297,0.020716408,244.140625,4618.632324,0.181423903,0.02639832,244.140625,3800.916016,0.163175076,0.025091231
50,CR552505142713253888,77.96842105,71.70386354,600,375,17047.89648,0.621663928,0.040226202,375,17282.17773,0.614298642,0.039900165,375,19275.83789,0.616777837,0.04001287
51,CR552645880201609216,18.71830986,106.8790139,60,109.6875,926.3803711,0.23969464,0.044739082,109.6875,1659.597778,0.375001311,0.056634743,109.6875,1312.294312,0.339006484,0.053961754
52,CR552770674771361792,323.1785714,88.42241198,90,255.9375,18858.07422,0.87439245,0.057633851,255.9375,18607.95703,0.923727274,0.059582941,255.9375,22951.0957,0.946576536,0.060607519
53,CR553349567643385856,66.06976744,63.16933667,250,292.96875,11102.88184,0.740341365,0.049109366,292.96875,11279.44727,0.722828567,0.048380848,292.96875,11268.82715,0.714500487,0.048004188
54,CR553631042620096512,86.140625,88.24363134,250,292.96875,11245.10352,0.70707202,0.047920905,292.96875,10992.2666,0.751591444,0.049525574,292.96875,15129.875,0.798682749,0.051625926
55,CR554897680015294464,51.45121951,100.2806286,600,281.25,3718.476074,0.103802003,0.01872156,281.25,6334.45166,0.166783348,0.023576505,281.25,5108.264648,0.15500541,0.022740718
56,CR557712429782401024,156.1052632,103.0334436,600,375,4934.323242,0.077450499,0.013962757,375,8280.849609,0.121919461,0.017409356,375,6621.155273,0.10930787,0.016570229
57,CR55983283795656704,86.14285714,106.8790139,60,109.6875,926.3803711,0.23969464,0.044739082,109.6875,1659.597778,0.375001311,0.056634743,109.6875,1312.294312,0.339006484,0.053961754
58,CR559964229596086272,247.9642857,63.16933667,250,292.96875,11102.88184,0.740341365,0.049109366,292.96875,11279.44727,0.722828567,0.048380848,292.96875,11268.82715,0.714500487,0.048004188
59,CR562075291921416192,704,106.8790139,60,109.6875,926.3803711,0.23969464,0.044739082,109.6875,1659.597778,0.375001311,0.056634743,109.6875,1312.294312,0.339006484,0.053961754
60,CR187620664163696640,28.29090909,74.72340681,280,367.5,755.3226929,0.241522968,0.021805344,367.5,705.1592407,0.344292223,0.028097626,367.5,659.4103394,0.366597772,0.028697308
61,CR188980210291441664,202.4615385,84.51121575,600,703.125,14400.83887,0.079226457,0.010046257,703.125,18320.58984,0.105674684,0.011550171,703.125,11950.82715,0.054980535,0.008332243
62,CR197424459592761344,157.3777778,100.3317388,90,255.9375,6404.111328,0.203084454,0.027736047,255.9375,8231.55957,0.28828615,0.03244533,255.9375,5641.35791,0.190948963,0.026424335
63,CR197472288348569600,114.6428571,70.1665968,250,292.96875,1665.182983,0.274042547,0.028825944,292.96875,2800.14624,0.229605839,0.02752498,292.96875,1782.708862,0.278866351,0.028851764
64,CR19786811253456896,1399,31.39892126,90,255.9375,4772.634766,0.936439097,0.060112327,255.9375,4893.586914,0.943373263,0.060436063,255.9375,4681.162109,0.942830622,0.060421623
65,CR200555318952853504,72.5890411,58.41994009,600,375,2704.199707,0.220957801,0.023243569,375,3690.510986,0.188949868,0.021986598,375,2953.350098,0.208753139,0.022462092
66,CR200942896801644544,2806,67.27441446,600,375,8558.367188,0.576678693,0.03826597,375,9069.207031,0.558368742,0.03745174,375,8161.63623,0.53194344,0.036349602
67,CR203933018673381376,209.0681818,58.16987369,250,292.96875,2573.623779,0.316671133,0.030149017,292.96875,2380.618408,0.280911952,0.028748056,292.96875,1992.427979,0.240584239,0.026454458
68,CR20517436730114048,21.42857143,70.62571252,280,367.5,1324.629395,0.172640309,0.018887317,367.5,1335.47583,0.163588375,0.018479152,367.5,1196.14563,0.215266928,0.021424254
69,CR207169980905553920,73.01162791,70.1665968,250,292.96875,1665.182983,0.274042547,0.028825944,292.96875,2800.14624,0.229605839,0.02752498,292.96875,1782.708862,0.278866351,0.028851764
70,CR209566916254105600,1132.322581,32.10836986,280,367.5,2155.450928,0.581960082,0.038618714,367.5,2260.607666,0.608503222,0.039845638,367.5,2110.053711,0.598172188,0.039356645
71,CR210138662300549120,9.026666667,69.11404606,90,255.9375,1852.219116,0.387143046,0.035892468,255.9375,2520.462891,0.307616681,0.033497542,255.9375,1853.777832,0.392664194,0.036059238
72,CR214629067788386304,4024.818182,60.76064355,250,292.96875,4843.98584,0.685772002,0.046814054,292.96875,4688.74707,0.664375961,0.045877978,292.96875,3694.915527,0.540948987,0.040673971
73,CR224480691973259264,222.9375,65.82263566,600,375,7997.998047,0.597989619,0.039158937,375,7779.004883,0.604313254,0.039459705,375,6074.330078,0.539499164,0.036625873
74,CR411815483113734144,3500.384615,119.1363271,90,255.9375,3233.759033,0.544436991,0.043796524,255.9375,4486.807617,0.489040256,0.04063819,255.9375,4382.64209,0.469218582,0.039672527
75,CR413363595485642752,417.5961538,74.72340681,280,367.5,755.3226929,0.241522968,0.021805344,367.5,705.1592407,0.344292223,0.028097626,367.5,659.4103394,0.366597772,0.028697308
76,CR413491138834464768,0.78125,67.79325207,90,255.9375,355.6376953,0.086756207,0.014639155,255.9375,328.7987366,0.086888634,0.014911884,255.9375,408.6545105,0.180244893,0.022417324
77,CR417397153892139008,347.4,70.62571252,280,367.5,1324.629395,0.172640309,0.018887317,367.5,1335.47583,0.163588375,0.018479152,367.5,1196.14563,0.215266928,0.021424254
78,CR419120638368677888,677.63,70.1683972,90,255.9375,4805.980469,0.544994056,0.043441486,255.9375,5191.938965,0.535512269,0.043099374,255.9375,3963.916504,0.34354341,0.034480061
79,CR426967303100301312,161.5666667,100.3317388,90,255.9375,6404.111328,0.203084454,0.027736047,255.9375,8231.55957,0.28828615,0.03244533,255.9375,5641.35791,0.190948963,0.026424335
80,CR430062978088304640,57.96428571,55.8841054,280,367.5,3441.673584,0.251835316,0.024169117,367.5,3195.623535,0.23682712,0.023587223,367.5,2601.627686,0.191255614,0.021222588
81,CR431307625250947072,2675.657143,69.11404606,90,255.9375,1852.219116,0.387143046,0.035892468,255.9375,2520.462891,0.307616681,0.033497542,255.9375,1853.777832,0.392664194,0.036059238
82,CR43210806971596800,6068.2,59.26683747,600,703.125,6834.23291,0.132541388,0.013346654,703.125,8918.616211,0.10794206,0.012076003,703.125,7689.237305,0.12171331,0.012604327
83,CR432222418925256704,158.8135593,110.346967,600,703.125,19369.70898,0.324301988,0.021191262,703.125,21536.35938,0.31788215,0.020893896,703.125,21188.9668,0.315257996,0.020770591
84,CR432596802634514432,266.4545455,57.85585364,90,255.9375,7774.740234,0.806564867,0.054353204,255.9375,7941.946289,0.79789561,0.053989463,255.9375,10880.63867,0.803438544,0.054479569
85,CR435023974552829952,446.6363636,69.11404606,90,255.9375,1852.219116,0.387143046,0.035892468,255.9375,2520.462891,0.307616681,0.033497542,255.9375,1853.777832,0.392664194,0.036059238
86,CR439804651110400,266.3684211,69.11404606,90,255.9375,1852.219116,0.387143046,0.035892468,255.9375,2520.462891,0.307616681,0.033497542,255.9375,1853.777832,0.392664194,0.036059238
87,CR43998057297084416,1032.895833,59.26683747,600,703.125,6834.23291,0.132541388,0.013346654,703.125,8918.616211,0.10794206,0.012076003,703.125,7689.237305,0.12171331,0.012604327
88,CR441792568133419008,101.9622642,58.41994009,600,375,2704.199707,0.220957801,0.023243569,375,3690.510986,0.188949868,0.021986598,375,2953.350098,0.208753139,0.022462092
89,CR444559489144717312,69.01639344,76.75439461,250,292.96875,916.1329346,0.257044077,0.026485408,292.96875,743.7766724,0.247910365,0.02735116,292.96875,727.0484619,0.267608881,0.027845116
90,CR444607317900525568,461.2247191,119.1363271,90,255.9375,3233.759033,0.544436991,0.043796524,255.9375,4486.807617,0.489040256,0.04063819,255.9375,4382.64209,0.469218582,0.039672527
91,CR445099899109769216,99.11864407,69.11404606,90,255.9375,1852.219116,0.387143046,0.035892468,255.9375,2520.462891,0.307616681,0.033497542,255.9375,1853.777832,0.392664194,0.036059238
92,CR446577642737500160,340.5263158,119.1363271,90,255.9375,3233.759033,0.544436991,0.043796524,255.9375,4486.807617,0.489040256,0.04063819,255.9375,4382.64209,0.469218582,0.039672527
93,CR450188988678930432,9.87012987,67.27441446,600,375,8558.367188,0.576678693,0.03826597,375,9069.207031,0.558368742,0.03745174,375,8161.63623,0.53194344,0.036349602
94,CR45568709657362432,78.78125,70.62571252,280,367.5,1324.629395,0.172640309,0.018887317,367.5,1335.47583,0.163588375,0.018479152,367.5,1196.14563,0.215266928,0.021424254
95,CR456803650631630848,136.9361702,76.75439461,250,292.96875,916.1329346,0.257044077,0.026485408,292.96875,743.7766724,0.247910365,0.02735116,292.96875,727.0484619,0.267608881,0.027845116
96,CR458399591759347712,131.1973684,119.1363271,90,255.9375,3233.759033,0.544436991,0.043796524,255.9375,4486.807617,0.489040256,0.04063819,255.9375,4382.64209,0.469218582,0.039672527
97,CR459230822549946368,955.4090909,55.8841054,280,367.5,3441.673584,0.251835316,0.024169117,367.5,3195.623535,0.23682712,0.023587223,367.5,2601.627686,0.191255614,0.021222588
98,CR461201147386920960,59.92405063,70.1742456,90,255.9375,4847.38623,0.595758855,0.04533371,255.9375,5269.830566,0.586442292,0.045054451,255.9375,3903.419189,0.386360824,0.035998143
99,CR46413134587494400,80.18556701,84.51121575,600,703.125,14400.83887,0.079226457,0.010046257,703.125,18320.58984,0.105674684,0.011550171,703.125,11950.82715,0.054980535,0.008332243
100,CR469569530385924096,198.575,31.39892126,90,255.9375,4772.634766,0.936439097,0.060112327,255.9375,4893.586914,0.943373263,0.060436063,255.9375,4681.162109,0.942830622,0.060421623
101,CR473832886722625536,54.67346939,93.6166209,250,292.96875,3840.935303,0.123513579,0.019970089,292.96875,4519.310059,0.142470062,0.021056749,292.96875,3624.689453,0.143792272,0.021026192
102,CR4754838034317312,2717,74.22308821,250,292.96875,1086.634888,0.226471022,0.024635984,292.96875,1099.924683,0.215116069,0.024178466,292.96875,1049.792114,0.269639939,0.027633416
